"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccCO2_soda","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
26,1679624476.1,1650.09999990463,"20230323 21:21:16","21:21:16",5,"pas_smi31_t4_ch5","gibson",1679624473.6,0.0012492346251696,1.2492346251696,-1.67871339754602,420.113333806902,444.8950863027,39.9056829032679,37.6828380408913,0.0741139804844296,4.21874577860209,0.0733981783919122,0.0459375971496358,0,20.3725060121917,19.9923444444444,2.34550085708317,34.7331349614774,0.846023375492323,2.43578178713395,1.49947748159085,-55.0912469699794,139.034697002898,6.64628252338758,90.5897325563065,-0.912002341488606,1.03269804161588,-1.67871339754602,423.85640720896,424.179339393939,0.0289810252129563,66.4271185549042,1.2492346251696,9.1540030353084,9.44139261764705,0.0067531836642602,104.217352295615,4,1,1,0,48489,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624473.6,420.113333333333,419.982333333333,9.43203111111111,9.15177,418.561888888889,9.50172222222222,500.052222222222,89.5967888888889,0.100050055555556,20.6036444444444,19.9923444444444,999.9,0,0,10015.4666666667,0,1.3354,0.131181588888889,424.113666666667,423.861,0.280262333333333,419.982333333333,9.15177,0.845079666666667,0.819969,4.48794222222222,4.05778111111111,0,0,0,0,2.83363333333333,0,-24.8827888888889,-2.8254,34.25,39.625,37.062,38.312,34.937,0,0,0,1679624499.9,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.124062131707317,-0.078791705226481,0.0664891450172845,1,0.301896853658537,-0.289179094076654,0.0330561256170147,0,1,2,"1/2",2.86663,2.71034,0.0902833,0.0904519,0.051498,0.0501704,25478.4,22325.1,25060.1,23902.4,40578.6,37563.2,45290.4,42613.9,1.78625,1.83512,-0.0265427,0,20.4328,999.9,54.78,29.195,24.8694,54.056,41.6386,1,-0.0488516,2.75628,20.2258,5.23601,11.992,4.9574,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.8718,1.86249,1.8619,1.86844,1.85852,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.0695,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,4.9,5,1.03149,2.38403,1.44775,2.31445,1.44409,2.38037,34.3497,24.3502,18,423.685,438.784,18.1368,26.6887,29.9998,26.7037,26.6746,20.6969,71.9937,8.50882,18.1411,420,9.13883,95.8656,100.209,NA,5
27,1679624481.1,1655.09999990463,"20230323 21:21:21","21:21:21",5,"pas_smi31_t4_ch5","gibson",1679624478.3,0.00118466958108434,1.18466958108434,-0.905984772166445,420.161900257735,429.399485513496,38.5158183079448,37.6872352115082,0.0703140589260086,4.21039567633893,0.0696681652421929,0.0436001395951119,0,20.3855930371929,19.99116,2.34532881634362,34.7791161571677,0.8472246083771,2.43601535055828,1.49810420796652,-52.2439285258192,139.381462579577,6.67608556551034,93.813619619268,-1.08538688308002,1.11779098979005,-0.905984772166445,423.874116795189,424.144842424242,-0.00414726010197521,66.4271185549042,1.18466958108434,9.14550751784232,9.44801752941176,0.00248514314808326,104.217352295615,4,1,1,0,48211,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624478.3,420.1619,419.9932,9.445413,9.142051,418.6104,9.514909,500.0327,89.59687,0.10006632,20.6052,19.99116,999.9,0,0,9989.001,0,1.3354,0.1687562,424.1683,423.8682,0.3033628,419.9932,9.142051,0.8462795,0.8190993,4.508218,4.042672,0,0,0,0,2.81601,0,-24.94937,-2.86335,34.25,39.625,37.062,38.312,34.937,0,0,0,1679624505.3,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.139972224390244,-0.0469123672473865,0.0677371411012426,1,0.292660780487805,-0.0960661672473865,0.0259673006650646,1,2,2,"2/2",2.86692,2.71009,0.0902772,0.090453,0.0515287,0.0501226,25479,22325.4,25060.5,23902.7,40578,37565.6,45291.3,42614.5,1.78638,1.83515,-0.0268705,0,20.4316,999.9,54.706,29.175,24.8061,54.516,41.262,1,-0.0489151,2.76199,20.2258,5.23556,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.87178,1.86248,1.86192,1.86844,1.85852,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.552,-0.0694,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5,5,1.03149,2.39868,1.44775,2.31445,1.44409,2.32422,34.3725,24.3502,18,423.731,438.772,18.1425,26.6838,29.9998,26.7003,26.6713,20.6967,71.9937,8.11342,18.1477,420,9.13883,95.8672,100.21,NA,5
28,1679624486.1,1660.09999990463,"20230323 21:21:26","21:21:26",5,"pas_smi31_t4_ch5","gibson",1679624483.6,0.00116018542723639,1.16018542723639,-0.640338576980976,420.133000181532,423.668236757269,38.0017015935861,37.684602047861,0.0688059380136732,4.20797166589106,0.06818696951337,0.0426720035445707,0,20.3939695102068,19.9989333333333,2.34645809609043,34.7802621800094,0.847459122789382,2.43660935735118,1.49899897330105,-51.164177341125,138.435116126193,6.63497506570269,93.9059138507707,-0.799743323850086,1.1689563146551,-0.640338576980976,423.962451221257,424.139381818182,2.50669514686322e-05,66.4271185549042,1.16018542723639,9.13406298123608,9.4461929117647,0.000356817795923046,104.217352295615,4,1,1,0,48416,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624483.6,420.133,420.048444444444,9.44803777777778,9.1308,418.581555555556,9.51749555555555,500.047444444444,89.5969222222222,0.0999167111111111,20.6091555555556,19.9989333333333,999.9,0,0,9981.31888888889,0,1.3354,0.0846117011111111,424.140444444444,423.919333333333,0.317238555555556,420.048444444444,9.1308,0.846515111111111,0.818091555555556,4.51219666666667,4.02515444444444,0,0,0,0,2.78612222222222,0,-25.1804777777778,-2.8538,34.25,39.625,37.0482222222222,38.2982222222222,34.937,0,0,0,1679624510.1,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.116076963658537,0.0289515110801395,0.0620013598954677,1,0.289625707317073,0.164761547038328,0.0221327942018768,0,1,2,"1/2",2.86675,2.71007,0.0902769,0.0904488,0.0515184,0.0500847,25479.3,22325.6,25060.8,23902.8,40578.9,37567.4,45291.8,42614.8,1.7863,1.8353,-0.0259243,0,20.4316,999.9,54.658,29.195,24.8119,54.526,41.5705,1,-0.0495224,2.75577,20.2257,5.23556,11.992,4.9571,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.87178,1.86248,1.8619,1.86843,1.85852,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.0695,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.1,5.1,1.03149,2.39014,1.44775,2.31445,1.44409,2.36084,34.3725,24.3502,18,423.669,438.84,18.1479,26.6787,29.9997,26.6975,26.6685,20.6976,71.9937,7.71931,18.1482,420,9.13883,95.8683,100.211,NA,5
29,1679624491.1,1665.09999990463,"20230323 21:21:31","21:21:31",5,"pas_smi31_t4_ch5","gibson",1679624488.3,0.00117098870676513,1.17098870676513,-1.51480219723157,420.132400430971,443.573933240274,39.7870323502391,37.6844087415662,0.0694172057943173,4.20388586089843,0.0687866387405847,0.0430478255878324,0,20.3901186454145,20.00247,2.34697204700201,34.7736666358142,0.847212479358869,2.43636222844072,1.49975956764314,-51.6406019683421,137.126201788099,6.57869202297145,92.0642918427287,-0.979446896172674,1.18715041591329,-1.51480219723157,423.880838477217,424.187727272727,0.0229738069526496,66.4271185549042,1.17098870676513,9.12519663322598,9.44303888235294,-5.32664977208827e-06,104.217352295615,4,1,1,0,48306,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624488.3,420.1324,420.0007,9.445323,9.123136,418.5808,9.51482,500.0308,89.59642,0.10008687,20.60751,20.00247,999.9,0,0,9968.44,0,1.3354,0.13185426,424.1385,423.8675,0.3221894,420.0007,9.123136,0.8462673,0.8174001,4.508011,4.01312,0,0,0,0,2.68038,0,-24.94744,-2.87334,34.25,39.625,37.0062,38.2748,34.937,0,0,0,1679624514.9,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.127253100243902,-0.0494405272473865,0.0437977504753167,1,0.301111390243902,0.200793930313589,0.0207812461396328,0,1,2,"1/2",2.8669,2.71005,0.0902899,0.0904498,0.0515023,0.0500555,25479.2,22325.4,25061,23902.6,40579.5,37568.3,45291.7,42614.5,1.78638,1.83525,-0.0255592,0,20.4302,999.9,54.584,29.205,24.7935,54.926,41.2941,1,-0.0495224,2.77229,20.2254,5.23511,11.992,4.9574,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.87179,1.86249,1.86191,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.552,-0.0695,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.2,5.2,1.03149,2.39868,1.44775,2.31445,1.44409,2.31689,34.3725,24.3414,18,423.686,438.784,18.1502,26.674,29.9998,26.6941,26.6651,20.6991,71.9937,7.32186,18.0623,420,9.13883,95.8685,100.21,NA,5
30,1679624496.1,1670.09999990463,"20230323 21:21:36","21:21:36",5,"pas_smi31_t4_ch5","gibson",1679624493.6,0.0011736784693682,1.1736784693682,-0.985171277837996,420.147555833778,431.41082808986,38.6965452775439,37.6862560208727,0.0694999282223384,4.21585213888476,0.0688696412938519,0.0430996780056769,0,20.3904994684353,20.0103777777778,2.34812156774843,34.7526056800902,0.846714493120974,2.43640577893719,1.50140707462745,-51.7592204991378,135.785122031837,6.49613493209614,90.5220364647955,-1.06769095829077,1.19572947944021,-0.985171277837996,423.844606900568,424.13126060606,-0.00292250557658516,66.4271185549042,1.1736784693682,9.1181023803182,9.43793420588235,-0.000168767145152147,104.217352295615,4,1,1,0,48481,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624493.6,420.147555555556,419.992666666667,9.43964888888889,9.11512333333333,418.595777777778,9.50922666666667,500.017888888889,89.5977777777778,0.0998903333333333,20.6078,20.0103777777778,999.9,0,0,10006.1855555556,0,1.3354,0.154764777777778,424.151333333333,423.856111111111,0.324522555555556,419.992666666667,9.11512333333333,0.845771555555555,0.816694888888889,4.49963888888889,4.00083888888889,0,0,0,0,2.87638888888889,0,-25.0411888888889,-2.84834444444444,34.208,39.625,37,38.25,34.9232222222222,0,0,0,1679624520.3,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.141458680731707,-0.0171196436236932,0.046058686260496,1,0.314372,0.0998057770034846,0.0107420079310269,1,2,2,"2/2",2.86681,2.7103,0.0902801,0.0904568,0.051482,0.0500186,25479.4,22325.7,25061,23903,40580.9,37570.2,45292.2,42615,1.78625,1.83538,-0.0254363,0,20.4294,999.9,54.535,29.205,24.7707,54.456,41.6346,1,-0.0491006,3.12412,20.2195,5.23481,11.992,4.95725,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.8718,1.86249,1.8619,1.86844,1.85852,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.552,-0.0696,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.3,5.3,1.03149,2.38525,1.44775,2.31445,1.44409,2.3877,34.3497,24.3502,18,423.596,438.831,18.1,26.6695,30.0005,26.6913,26.6617,20.6974,71.9937,6.53376,18.0521,420,9.13883,95.8692,100.211,NA,5
31,1679624501.1,1675.09999990463,"20230323 21:21:41","21:21:41",5,"pas_smi31_t4_ch5","gibson",1679624498.3,0.00117632171824276,1.17632171824276,-0.988524778593007,420.1263002802,431.40946561893,38.6963974624474,37.6843245123196,0.0696992848731315,4.21576637687313,0.0690653818960702,0.0432223366678131,0,20.387495601075,20.00098,2.34675550712057,34.7375612178942,0.846217018081195,2.43602886447103,1.50053848903937,-51.8757877745056,137.347816656672,6.5706299361515,92.0426588183181,-0.980693136662068,1.20488744238389,-0.988524778593007,423.833945918049,424.111896969697,-0.000949298772826962,66.4271185549042,1.17632171824276,9.10928738942761,9.42852597058823,1.39073038048817e-06,104.217352295615,4,1,1,0,48304,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624498.3,420.1263,419.9963,9.434109,9.107109,418.5745,9.503768,500.0376,89.59757,0.10003876,20.60529,20.00098,999.9,0,0,10005.937,0,1.3354,0.12996507,424.1275,423.8564,0.3269985,419.9963,9.107109,0.8452734,0.8159751,4.49122,3.988291,0,0,0,0,2.75491,0,-25.1322,-2.8507,34.187,39.5872,37,38.25,34.8812,0,0,0,1679624525.1,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.133866436829268,0.124100347317073,0.044437888586307,0,0.321642317073171,0.0483044947735201,0.00503013081068826,1,1,2,"1/2",2.86714,2.71015,0.0902777,0.0904663,0.0514381,0.0499886,25479.6,22325.5,25061,23903.1,40582.8,37571.4,45292.2,42615,1.78657,1.83545,-0.0260361,0,20.4281,999.9,54.468,29.205,24.7411,54.616,41.242,1,-0.0493293,3.0034,20.2214,5.23496,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.8718,1.86249,1.86189,1.86844,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.0698,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.3,5.4,1.03149,2.39746,1.44775,2.31445,1.44409,2.33276,34.3725,24.3414,18,423.758,438.855,18.0509,26.6644,30,26.6885,26.6589,20.6955,71.9937,6.14073,18.0566,420,9.13883,95.8692,100.211,NA,5
32,1679624506.1,1680.09999990463,"20230323 21:21:46","21:21:46",5,"pas_smi31_t4_ch5","gibson",1679624503.6,0.00116863572072623,1.16863572072623,-0.786347753630625,420.102444665469,426.893233965614,38.2908922402038,37.6817812011219,0.0692006929655471,4.22075334716723,0.0685765140664735,0.0429159318711096,0,20.3845165859179,20.0003222222222,2.34665991864911,34.7101218137989,0.845306495086885,2.43533139878189,1.50135342356223,-51.5368352840267,136.602874097922,6.52709392135607,91.5931327352518,-0.784406660099865,1.1876274045355,-0.786347753630625,423.883075781385,424.10056969697,-1.12327651128823e-05,66.4271185549042,1.16863572072623,9.10306827624933,9.42162261764706,-0.000178353124312396,104.217352295615,4,1,1,0,48635,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624503.6,420.102444444444,420.024222222222,9.42405888888889,9.10171444444444,418.550666666667,9.49386666666667,499.998111111111,89.5968444444445,0.0998037888888889,20.6006444444444,20.0003222222222,999.9,0,0,10021.8244444444,0,1.3354,0.0780334,424.099111111111,423.882333333333,0.322345777777778,420.024222222222,9.10171444444444,0.844366111111111,0.815484777777778,4.47587888888889,3.97974111111111,0,0,0,0,2.67118888888889,0,-24.9825444444444,-2.86406666666667,34.187,39.562,37,38.25,34.875,0,0,0,1679624529.9,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.126374734146341,-0.221088915679442,0.0438916670767126,0,0.323819170731707,0.0121209616724736,0.00249608473807104,1,1,2,"1/2",2.86699,2.7104,0.0902766,0.0904527,0.0514122,0.0499716,25479.6,22325.8,25061,23903.1,40583.8,37572,45292.1,42614.9,1.7866,1.8354,-0.0259094,0,20.4276,999.9,54.419,29.205,24.7202,53.996,41.6667,1,-0.0498171,2.89409,20.2235,5.23496,11.992,4.95715,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.87179,1.86249,1.86192,1.86844,1.85852,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.0699,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.4,5.5,1.03149,2.38403,1.44775,2.31445,1.44409,2.38647,34.3497,24.3502,18,423.748,438.798,18.0426,26.6599,29.9997,26.6852,26.6555,20.6977,71.9937,5.74647,18.0496,420,9.13883,95.869,100.211,NA,5
33,1679624511.1,1685.09999990463,"20230323 21:21:51","21:21:51",5,"pas_smi31_t4_ch5","gibson",1679624508.3,0.00116232902245538,1.16232902245538,-1.0541838586367,420.158100299635,433.24198557644,38.8606888141177,37.6870980469508,0.0687931539024963,4.21321198663276,0.0681751763917198,0.0426645452048129,0,20.3838612191229,20.00144,2.34682235649102,34.6909645706236,0.844764212400986,2.43511307009415,1.50205814409004,-51.2587098902824,135.774539733605,6.49911579893592,91.0149456422585,-1.21369249856177,1.17384608739745,-1.0541838586367,423.797157182615,424.123636363636,-0.00718194500112434,66.4271185549042,1.16232902245538,9.0991893316205,9.41527061764706,-8.17610639909783e-05,104.217352295615,4,1,1,0,48210,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624508.3,420.1581,419.9607,9.417932,9.099351,418.6069,9.487826,500.0372,89.59729,0.10013109,20.59919,20.00144,999.9,0,0,9997.875,0,1.3354,0.1976258,424.1528,423.8171,0.3185821,419.9607,9.099351,0.8438214,0.8152772,4.46666,3.976117,0,0,0,0,2.77106,0,-25.24123,-2.87386,34.187,39.562,36.9874,38.25,34.875,0,0,0,1679624535.3,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.139207036585366,0.0453706996515682,0.0564434224662778,1,0.323479365853658,-0.0176892334494772,0.00287457787150076,1,2,2,"2/2",2.86719,2.71015,0.0902788,0.0904588,0.0513897,0.049973,25480.2,22326.1,25061.6,23903.5,40586,37572.6,45293.4,42615.7,1.78665,1.83535,-0.0255033,0,20.4264,999.9,54.395,29.205,24.7062,54.066,41.258,1,-0.0502566,2.88046,20.2238,5.23466,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86408,1.8718,1.86248,1.86192,1.86844,1.85852,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.0699,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.5,5.5,1.03149,2.40479,1.44897,2.31445,1.44409,2.28271,34.3497,24.3414,18,423.756,438.741,18.0422,26.6554,29.9997,26.6824,26.6521,20.6969,71.9937,5.35386,18.0478,420,9.13883,95.8717,100.213,NA,5
34,1679624516.1,1690.09999990463,"20230323 21:21:56","21:21:56",5,"pas_smi31_t4_ch5","gibson",1679624513.6,0.0011490396227282,1.1490396227282,-0.925532805545704,420.137778040313,430.50856613808,38.6154432568368,37.6852118728007,0.0679082060579664,4.21732498897504,0.0673065321301662,0.0421201960962657,0,20.3823419587763,20.0119444444444,2.34834936610431,34.6813691763966,0.844313030957124,2.43448586664146,1.50403633514719,-50.6726473623135,132.568617289998,6.33967408449699,88.2356440121817,-0.924799617718084,1.15875510626228,-0.925532805545704,423.901721108528,424.145012121212,0.0025912306119461,66.4271185549042,1.1490396227282,9.0994798047027,9.41179779411764,-5.87209544645097e-05,104.217352295615,4,1,1,0,48245,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624513.6,420.137777777778,420.017777777778,9.41291777777778,9.09841222222222,418.586444444444,9.48288444444444,500.007555555556,89.5974666666667,0.0998037111111111,20.5950111111111,20.0119444444444,999.9,0,0,10010.8877777778,0,1.3354,0.120235866666667,424.130111111111,423.874333333333,0.314506111111111,420.017777777778,9.09841222222222,0.843373555555555,0.815194666666667,4.45907777777778,3.97467555555555,0,0,0,0,2.82764444444444,0,-25.4801777777778,-2.88291111111111,34.1732222222222,39.562,36.944,38.236,34.875,0,0,0,1679624540.1,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.126841446341463,0.075655398606272,0.0545664373112179,1,0.321368146341463,-0.0458404390243903,0.00467274490052832,1,2,2,"2/2",2.86698,2.71015,0.0902839,0.0904543,0.0513699,0.049963,25480.5,22326.2,25062,23903.5,40587.1,37573.2,45293.6,42615.8,1.78662,1.83565,-0.0249743,0,20.4245,999.9,54.346,29.205,24.683,54.826,41.7268,1,-0.0507927,2.86124,20.224,5.23451,11.992,4.95675,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.8718,1.86249,1.86189,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.552,-0.07,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.6,5.6,1.03149,2.38037,1.44775,2.31445,1.44409,2.40356,34.3725,24.3502,18,423.718,438.899,18.0427,26.6509,29.9997,26.679,26.6493,20.6966,71.9937,4.57044,18.0359,420,9.14287,95.8725,100.213,NA,5
35,1679624521.1,1695.09999990463,"20230323 21:22:01","21:22:01",5,"pas_smi31_t4_ch5","gibson",1679624518.3,0.0011454531665676,1.1454531665676,-0.874106915201781,420.164800247977,429.391325234112,38.5148152940227,37.6872300943148,0.0677193874125049,4.20711739020862,0.0671196009537771,0.0420031960818364,0,20.3807136801882,20.0064,2.34754327309639,34.6737120417724,0.844032902104775,2.43421558409421,1.50351037099161,-50.514484645631,133.096789497504,6.38013568214348,88.962440534016,-0.988995807716172,1.15237877303018,-0.874106915201781,423.896378180649,424.143678787879,-0.00115449042291283,66.4271185549042,1.1454531665676,9.09763889699331,9.40878944117647,-3.76312736693027e-05,104.217352295615,4,1,1,0,48395,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624518.3,420.1648,420.0265,9.409896,9.097154,418.6131,9.479905,500.0617,89.59624,0.10006505,20.59321,20.0064,999.9,0,0,9978.69,0,1.3354,0.13842482,424.1561,423.8824,0.3127394,420.0265,9.097154,0.8430914,0.8150711,4.454298,3.97252,0,0,0,0,2.74599,0,-25.26618,-2.86816,34.156,39.562,36.937,38.2122,34.875,0,0,0,1679624544.9,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.130745502439024,0.19131249825784,0.0593181078362084,0,0.317891390243902,-0.0426400348432059,0.00428106342429444,1,1,2,"1/2",2.86714,2.71019,0.0902869,0.0904631,0.0513582,0.0499557,25480.4,22326.5,25062,23904,40587.6,37574.1,45293.7,42616.5,1.78657,1.83545,-0.0254959,0,20.4224,999.9,54.297,29.205,24.6635,54.686,41.2861,1,-0.0511255,2.89636,20.2235,5.23481,11.992,4.9569,3.304,9999,999.9,9999,9999,1.86843,1.86408,1.87179,1.86249,1.8619,1.86844,1.85852,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.07,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.7,5.7,1.03149,2.40601,1.44775,2.31445,1.44409,2.2876,34.3725,24.3414,18,423.67,438.753,18.0373,26.6464,29.9997,26.6762,26.646,20.6966,71.9937,4.17636,18.0307,420,9.14387,95.8727,100.215,NA,5
