"Vcmax","Vpmax","Jmax","Rd0","VcmaxSE","VpmaxSE","JmaxSE","RMSE","trans_pt","ci_trans","emp_RMSE","AmaxLA","VpmaxLA","ID"
101.809428091674,15.3645433145775,55.8231046572949,1.069908741,5251.21806812567,28.5504930487198,0.570256226875543,1.32544601845457,26,182.235905904711,1.40581565538538,45.9047102763555,38.4844257468381,"sch_sco14_t3_ch3_27.5"
147.062164724125,24.1346626707519,100.030303729257,2.19192437,1340.16820057067,8.7304354486408,0.479289305592855,0.861460558389133,20,167.625894705668,1.25852544744218,56.5304878448914,47.7294249590612,"sch_sco15_t4_ch3"
13848532.8688142,15.0448768824852,NA,1.24743458,30181316.3561538,0.0625925389551128,NA,0.602231080972046,NA,NA,2.84561058198307,19.9351118014664,28.2593693818767,"sch_sco15_t4_ch3_27.5"
22.2828133557845,18.6316721188808,69.3926246895164,1.223499686,3.58999134268236,1.85385451014843,0.301736350448467,1.02957669400469,37,307.872301170673,0.988917292382371,28.9383933514925,35.1659824269313,"sch_sco16_t4_ch3"
262.028441780167,17.097772562074,85.2503208646837,0.829385272,5907.36379919638,5.21489242206777,0.359581945568818,1.08432252034485,58,527.244112428994,0.48714391378282,36.5836634556907,39.3427083961697,"sch_sco16_t4_ch3_27.5"
35.012237755273,47.7710747888533,154.209574956188,2.225648973,1.78838869875229,2.15391483253964,0.326209700136551,1.38285972266491,33,266.403807950501,0.922983514264176,90.5838547747844,64.1752777832855,"sch_sco9_t1_ch3"
42.2728599528498,30.0594003392415,NA,2.276837132,2.2547860236924,0.622475669558079,NA,1.22658823692816,NA,NA,1.06474905331983,35.735945228836,58.2780244980734,"sch_sco9_t1_ch3_27.5"
121.543629388574,11.4400985286801,71.3823073499218,3.009317962,902.351920901989,4.33157880121086,0.338051554740911,0.752102401583629,43,367.905916997714,0.880779886331577,32.0451961320259,24.3934381792259,"sor_nut10_t1_ch3"
270.561125596922,5.40126753674091,NA,2.972041085,13470.0060235158,4.94131431876032,NA,4.02665098040563,NA,NA,7.87344080243681,23.7187335415843,1.12909029806438,"sor_nut10_t1_ch3_27.5"
245.372668584662,17.6622422306584,97.2635844301113,2.790284801,3786.36068897647,6.19593957305893,1.00955806557153,1.49512163805165,42,281.125488563202,1.87007026596088,49.9384301277085,36.9585728510513,"sor_nut11_t2_ch3"
19631.2237510898,2.9746209293335,NA,2.185732724,37615534.8755508,1.74092511923604,NA,2.6077579120771,NA,NA,4.70796835411309,12.7532163444386,8.03305574286023,"sor_nut11_t2_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut12_t2_ch3"
474.610112383248,20.0646359806242,NA,2.623265454,323270.277995357,100.522600073874,NA,9.9222709816758,NA,NA,1.97360224830128,155.590804147006,120.6799563767,"sor_nut12_t2_ch3_27.5"
216.580334128062,25.0074884701266,130.650402284509,4.303435558,2803.29845061055,8.7939547562695,0.559201201519161,0.94788358354614,38,241.669591222959,1.49932349147112,41.6080932224398,45.1776064119288,"sor_nut13_t3_ch3"
279.053299184461,20.7251540411696,109.954917417201,3.470394602,6950.75953234493,7.08416328265681,0.385623986458334,1.65512586356922,77,562.482099430812,0.940291838870901,35.5838891336305,35.9442953223557,"sor_nut13_t3_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut14_t3_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673.990595884213,13.3453100291728,80.055546836072,2.52944055,41162.3651479232,4.42241360338598,0.846977270837168,1.34916572318014,78,829.317548364278,3.83969296311312,26.2098740885467,25.4168919442676,"sor_nut15_t4_ch4_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut16_t4_ch3"
212.190365171202,29.3469810133809,115.481210713796,2.281960579,8761.01235346973,21.1729026767096,0.394662578496888,1.02453030609294,20,211.690087120946,0.903283217200891,85.8603651931183,51.6115967199055,"sor_nut16_t4_ch3_27.5"
265.15084370705,8.82980596376432,60.4210813560493,2.207417596,7035.81366615209,4.98270053116463,0.827350741581634,1.01938249284927,55,437.158041495623,2.80451028805546,20.5309678020694,18.946112428298,"sor_nut9_t1_ch3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut9_t1_ch3_27.5"
