"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
93,1678831705.5,4103.5,2023-03-14 17:08:25,17:08:25,5,"poa_pra13_t3_ch3","gibson",1678831702.7,5.5109015280368e-05,0.055109015280368,-0.433338771929897,420.076400172926,620.035722006354,56.1552091669495,38.0453533249301,0.0032393394487126,3.99516129776197,0.00323788098753392,0.00202380659627247,0,27.7063687776788,27.49114,3.68371275946485,58.7309256809913,2.19224732684316,3.73269670352343,1.49146543262169,-2.43030757386423,48.6624156104848,2.64457163602263,48.8766796726432,-0.433338771929897,0.055109015280368,-0.291430623998829,430.351559878785,430.470418181818,-0.00099198447778262,67.4885138005492,0.0770851288478926,24.1849691653801,24.2122993939394,0.00015281893416828,125.498269439217,9,2,1,0,47842,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831702.7,420.0764,419.9198,24.20562,24.18509,419.427,23.93124,500.2941,90.46771,0.09998985,27.71707,27.49114,999.9,0,0,10004.385,0,0.222567,0.1567321,430.4969,430.3272,0.02052516,419.9198,24.18509,2.189828,2.187969,18.88809,18.87449,0,0,0,0,0.61,0,-15.18,-2.84,37.125,41.9685,39.687,40.937,38.1124,0,0,0,1678831718.9,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.14030002,0.169237573733583,0.0553139941209826,0,-0.00039348809,0.106580529910694,0.0112521790200307,0,0,2,"0/2",2.84089,2.71029,0.0907508,0.0907778,0.102749,0.102547,25561.3,22188.5,25166.2,23775.3,38576,35317.6,45540.2,42415.4,1.74295,1.85575,0.0302829,0,26.9999,999.9,54.151,31.109,27.1721,53.9616,43.1691,1,0.160292,0.353589,20.2449,5.23481,11.992,4.95605,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.8718,1.86264,1.86204,1.86851,1.85858,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2747,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.7,113.5,1.05713,2.37427,1.44775,2.30103,1.44409,2.44751,36.8604,24.3589,18,418.553,474.053,26.9835,29.7233,29.9998,29.4724,29.4679,21.2022,23.5797,100,26.956,419.9,24.1757,96.3504,99.7181,3
94,1678831710.5,4108.5,2023-03-14 17:08:30,17:08:30,5,"poa_pra13_t3_ch3","gibson",1678831708,8.50669605817994e-05,0.0850669605817994,-0.428067992448038,420.081777950298,543.989951008995,49.2683037341733,38.0461377840868,0.00500104076402472,3.98645125460548,0.00499755791166242,0.00312378640577628,0,27.7082695233101,27.4964333333333,3.68485395876964,58.7312609039898,2.19325286697377,3.7343875020139,1.49160109179587,-3.75145296165735,49.0847827398558,2.67352763270484,48.0068574109033,-0.428067992448038,0.0850669605817994,-0.322758398570905,430.346777520003,430.476593939394,-0.00072679721281591,67.4885138005492,0.0875529682328353,24.1849188810489,24.2172751515151,2.85137921362482e-05,125.498269439217,9,2,1,0,47513,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831708,420.081777777778,419.932,24.2165333333333,24.1848444444444,419.432666666667,23.9416888888889,500.311777777778,90.4682555555556,0.100152266666667,27.7248222222222,27.4964333333333,999.9,0,0,9974.57777777778,0,0.222567,0.150200777777778,430.507555555556,430.339444444444,0.0316785111111111,419.932,24.1848444444444,2.19082777777778,2.18796222222222,18.8953888888889,18.8744777777778,0,0,0,0,3.08888888888889,0,-22.0555555555556,-2.91111111111111,37.125,41.951,39.687,40.937,38.125,0,0,0,1678831723.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.14248812,0.275285959474672,0.0511536528240174,0,0.00964851066,0.156138293385366,0.0153306465000731,0,0,2,"0/2",2.84092,2.71005,0.0907507,0.0907845,0.102762,0.102546,25561.6,22188.9,25166.4,23775.9,38575.8,35318.3,45540.7,42416.1,1.74305,1.85588,0.0309572,0,26.9845,999.9,54.151,31.109,27.1686,53.7316,42.52,1,0.160175,0.505452,20.2444,5.23496,11.992,4.95605,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.8685,1.85856,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2749,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.8,113.6,1.05713,2.39624,1.44775,2.30225,1.44409,2.2583,36.8604,24.3502,18,418.584,474.102,26.9884,29.7143,29.9998,29.4686,29.464,21.2013,23.5797,100,26.9593,419.9,24.1704,96.3513,99.72,3
95,1678831715.5,4113.5,2023-03-14 17:08:35,17:08:35,5,"poa_pra13_t3_ch3","gibson",1678831712.7,8.63771552060491e-05,0.0863771552060491,-0.417112702797831,420.054100166733,538.491895065936,48.7715092337071,38.0445325410698,0.00507867483607686,3.99068311120758,0.00507508685959167,0.0031722514338975,0,27.7145493168,27.49608,3.68477777338866,58.7102630556522,2.19330363114125,3.73580957908874,1.4914741422474,-3.80923254458676,50.6151792385362,2.75404581488494,49.5599925088344,-0.417112702797831,0.0863771552060491,-0.415484426958965,430.315535073376,430.473551515151,0.00093177729671083,67.4885138005492,0.0816852583787931,24.1848226470724,24.2154109090909,-1.72167552274863e-05,125.498269439217,9,2,1,0,47836,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831712.7,420.0541,419.9087,24.21652,24.18434,419.4047,23.94166,500.2645,90.4707,0.09985395,27.73134,27.49608,999.9,0,0,9988.757,0,0.222567,0.1454315,430.4788,430.3155,0.03217832,419.9087,24.18434,2.190884,2.187974,18.89582,18.87453,0,0,0,0,0.99,0,-18.85,-3.68,37.125,41.9496,39.687,40.937,38.0998,0,0,0,1678831729.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.15953905,-0.1150777260788,0.0309886908774395,0,0.01971359241,0.134790170481051,0.0137794784415509,0,0,2,"0/2",2.84075,2.71005,0.0907475,0.0907845,0.102756,0.102548,25562.1,22188.7,25166.7,23775.7,38576.6,35318.1,45541.4,42416,1.74312,1.85623,0.0327416,0,26.9696,999.9,54.102,31.098,27.1317,54.0116,43.6378,1,0.159446,0.550738,20.2441,5.23496,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87179,1.86264,1.86203,1.86852,1.8586,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2748,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.8,113.7,1.05713,2.38647,1.44775,2.30103,1.44409,2.41089,36.8604,24.3589,18,418.605,474.293,26.9784,29.7054,29.9996,29.4654,29.4596,21.2007,23.5797,100,26.9637,419.9,24.1719,96.3528,99.7196,3
96,1678831720.5,4118.5,2023-03-14 17:08:40,17:08:40,5,"poa_pra13_t3_ch3","gibson",1678831718,8.33911883373169e-05,0.0833911883373169,-0.26086311732612,420.000555659978,492.89518396308,44.6410166050737,38.0390240955603,0.00489318210460042,3.99536435868129,0.00488985524205302,0.00305645823615535,0,27.7187744627947,27.5092111111111,3.68761001437185,58.6950382496537,2.19319942467691,3.73660106557619,1.49441058969494,-3.67755140567568,48.6273139621729,2.643004019035,47.5927665755323,-0.26086311732612,0.0833911883373169,-0.36573863004008,430.322995417336,430.459824242424,0.00128435220037781,67.4885138005492,0.0826730215375435,24.1848413992932,24.2156575757576,-1.87963545829821e-06,125.498269439217,9,2,1,0,47691,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831718,420.000555555556,419.914333333333,24.2157888888889,24.1847222222222,419.351,23.9409444444444,500.279444444444,90.4689555555556,0.100029611111111,27.7349666666667,27.5092111111111,999.9,0,0,10004.9411111111,0,0.222567,0.0860833111111111,430.423666666667,430.321666666667,0.0310507888888889,419.914333333333,24.1847222222222,2.19077666666667,2.18796555555556,18.8950222222222,18.8744666666667,0,0,0,0,3.24444444444444,0,-16.7333333333333,-1.94444444444444,37.125,41.937,39.687,40.937,38.097,0,0,0,1678831733.9,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.138206475,-0.264930634896811,0.0387315605362845,0,0.02776050625,0.0542313326454033,0.00682521326383091,1,1,2,"1/2",2.84141,2.71017,0.0907524,0.0907806,0.102754,0.10255,25562.3,22189.1,25167,23775.9,38577.2,35318.4,45541.9,42416.4,1.74332,1.8561,0.0344217,0,26.9557,999.9,54.151,31.109,27.1732,54.2316,42.484,1,0.158834,0.580327,20.2439,5.23481,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86264,1.86203,1.8685,1.85857,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2748,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,113.9,113.7,1.05591,2.38037,1.44775,2.30103,1.44409,2.47559,36.8604,24.3589,18,418.697,474.182,26.9701,29.697,29.9995,29.4622,29.4558,21.2004,23.5797,100,26.9568,419.9,24.1704,96.3538,99.7205,3
97,1678831952,4350,2023-03-14 17:12:32,17:12:32,5,"poa_pra13_t3_ch3","gibson",1678831949.25,0.00122311435929984,1.22311435929985,-1.69470006989372,420.373700693362,466.406093386291,42.2401190402622,38.0711903435117,0.0402466462550541,3.99358851836327,0.0400226678162697,0.0250341868549634,0,33.6788551668666,33.34153,5.1498697530552,46.9924902528442,2.49902828048671,5.31793115674574,2.65084147256849,-53.9393432451232,123.615840923579,7.13280584363708,76.809303522093,-1.69470006989372,1.22311435929985,-3.23579708442874,431.639874042469,432.595436363636,0.0656958029718518,67.4885138005492,1.38588022287186,27.1407271387418,27.6049575757576,0.00564257437104346,125.498269439217,6,1,1,0,46687,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831949.25,420.3737,419.9231,27.59372,27.13975,419.7241,27.17231,500.4043,90.46499,0.10011976,33.91568,33.34153,999.9,0,0,9999.312,0,0.2327221,0.450476,432.3025,431.6377,0.4539694,419.9231,27.13975,2.496267,2.455197,21.00218,20.73253,0,0,0,0,-0.00999999999999996,0,-20.57,-3.7,37.062,41.75,39.5,40.875,38.3246,0,0,0,1678831965.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.308959930731707,1.1215628933101,0.188071812140925,0,0.450651487804878,0.0116882090592343,0.00773255413305222,1,1,2,"1/2",2.84366,2.71021,0.0909103,0.0908522,0.11241,0.111108,25573.2,22198.8,25180.3,23786.5,38172.4,34995.8,45560.2,42433.4,1.7506,1.86343,0.243209,0,29.4858,999.9,54.2,31.109,27.1972,54.2816,42.48,1,0.153341,-6.66667,20.1256,5.23481,11.992,4.9564,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87175,1.86263,1.86203,1.8685,1.85855,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.4218,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,117.8,117.6,1.05835,2.36816,1.44775,2.30103,1.44409,2.48047,36.8366,24.2976,18,421.547,477.313,43.1197,29.3848,29.9999,29.2745,29.2578,21.2385,0,100,146.986,419.9,28.3489,96.3969,99.762,3
98,1678831957,4355,2023-03-14 17:12:37,17:12:37,5,"poa_pra13_t3_ch3","gibson",1678831954.5,0.00121915482593858,1.21915482593858,-2.04372833542734,420.437223057033,481.401606326851,43.5972324796592,38.0761075904566,0.0393930374441522,4.00084292798598,0.0391788186673275,0.024505911070799,0,33.8498789646447,33.5072333333333,5.19789226026374,46.5589402472276,2.49953915272259,5.36854820889407,2.69835310754115,-53.7647278238916,124.730725439148,7.19588476701635,78.1618823822728,-2.04372833542734,1.21915482593858,0.343261009171033,431.552756344311,432.091090909091,-0.140900252347446,67.4885138005492,1.25893025916237,27.1481192109506,27.6084478787879,0.0007815328859407,125.498269439217,6,1,1,0,46646,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831954.5,420.437222222222,419.852777777778,27.5999666666667,27.1474555555556,419.787555555556,27.1782888888889,500.389222222222,90.4632444444445,0.0998777111111111,34.0855111111111,33.5072333333333,999.9,0,0,10024.3,0,0.226585777777778,0.584489777777778,432.370666666667,431.568666666667,0.452522333333333,419.852777777778,27.1474555555556,2.49678111111111,2.45584555555556,21.0055666666667,20.7368111111111,0,0,0,0,1.01111111111111,0,-17.9,-2.4,37.062,41.75,39.5,40.875,38.34,0,0,0,1678831970.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.422345421707317,1.11678039721254,0.190865618340896,0,0.449438097560976,0.0450138397212543,0.00657829607193185,1,1,2,"1/2",2.84343,2.71042,0.0908596,0.0908461,0.112425,0.111122,25574.1,22198.8,25179.8,23786.4,38172.7,34995,45561.4,42433,1.75038,1.86362,0.246145,0,29.5953,999.9,54.2,31.109,27.1978,54.1116,43.6138,1,0.153087,-6.66667,20.1257,5.23586,11.992,4.95645,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86261,1.86203,1.86846,1.85853,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4221,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,117.9,117.7,1.05835,2.40356,1.44897,2.30103,1.44409,2.23877,36.8366,24.2889,18,421.398,477.417,43.2704,29.3848,29.9999,29.2713,29.2546,21.2386,0,100,148.113,419.9,28.3489,96.3978,99.7613,3
99,1678831962,4360,2023-03-14 17:12:42,17:12:42,5,"poa_pra13_t3_ch3","gibson",1678831959.2,0.00122646238623172,1.22646238623172,-1.53800702799556,420.265000627948,461.334882437831,41.7802077003881,38.0607660159008,0.0390365987030283,3.99411173535596,0.0388258753647797,0.0242850097419155,0,33.9933263394172,33.64736,5.23880589237418,46.1967162800963,2.50024089095437,5.41216149605766,2.73856500141981,-54.0869912328191,125.6173840482,7.2693829427596,78.799775758141,-1.53800702799556,1.22646238623172,-1.27581057367899,431.617558123582,432.132387878788,-0.00299101638858589,67.4885138005492,1.21099165887512,27.1535533752049,27.6054,-0.000268942625257,125.498269439217,7,1,1,0,46775,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831959.2,420.265,419.8747,27.60753,27.15233,419.6151,27.18551,500.4111,90.46372,0.10000993,34.23073,33.64736,999.9,0,0,10001.24,0,0.2299399,0.3901641,432.1968,431.5935,0.4552108,419.8747,27.15233,2.497479,2.4563,21.01008,20.7398,0,0,0,0,3.29,0,-22.23,-3.04,37.0746,41.75,39.5,40.875,38.3624,0,0,0,1678831975.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.432021024390244,0.512912006968641,0.163362596508128,0,0.453123902439024,0.0246630731707327,0.00530583945591508,1,1,2,"1/2",2.84384,2.71027,0.0908405,0.0908367,0.112419,0.111142,25574.1,22198.9,25179.3,23786.2,38172.4,34994.1,45560.7,42433,1.75028,1.86348,0.2474,0,29.704,999.9,54.2,31.098,27.1809,53.3116,42.2756,1,0.153079,-6.66667,20.126,5.23571,11.992,4.9565,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87175,1.86263,1.86203,1.86848,1.85856,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4219,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,118,117.8,1.05835,2.37671,1.44775,2.30103,1.44409,2.46582,36.8366,24.2976,18,421.325,477.299,43.418,29.3848,29.9999,29.2689,29.2521,21.2395,0,100,149.13,419.9,28.3489,96.3962,99.761,3
100,1678831967,4365,2023-03-14 17:12:47,17:12:47,5,"poa_pra13_t3_ch3","gibson",1678831964.5,0.00122829548151564,1.22829548151565,-1.3678614599478,420.215222782633,454.936181277086,41.2013756496374,38.0568659080081,0.0384408381816879,3.99446722697685,0.0382364976189907,0.0239160794612319,0,34.154848791338,33.8046888888889,5.28507568771748,45.7936267352015,2.50084867666528,5.46112822888273,2.7842270110522,-54.1678307348401,126.599313157792,7.3369865087901,79.7684689317423,-1.3678614599478,1.22829548151565,-1.9057456718336,431.589428857846,432.216157575758,0.025362349459279,67.4885138005492,1.25236932243733,27.1582710755915,27.619063030303,0.00045665038764826,125.498269439217,6,1,1,0,46609,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831964.5,420.215222222222,419.890111111111,27.6138,27.1578888888889,419.566,27.1915111111111,500.374111111111,90.4651888888889,0.0999878222222222,34.3925666666667,33.8046888888889,999.9,0,0,10002.2922222222,0,0.222567,0.325151111111111,432.148666666667,431.612,0.455910888888889,419.890111111111,27.1578888888889,2.49808666666667,2.45684222222222,21.0140444444444,20.7434,0,0,0,0,2.28888888888889,0,-15.9222222222222,-2.26666666666667,37.097,41.75,39.5,40.875,38.375,0,0,0,1678831980.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.440393219512195,-0.443035358885017,0.149518534181,0,0.454102170731707,0.00485155400696873,0.00459876760215773,1,1,2,"1/2",2.8436,2.71019,0.0908622,0.0908615,0.11246,0.111156,25574.2,22198.7,25180,23786.6,38171.2,34993.8,45561.3,42433.2,1.75073,1.8634,0.250824,0,29.8132,999.9,54.224,31.109,27.2078,54.4316,43.6378,1,0.153003,-6.66667,20.1262,5.23511,11.992,4.95655,3.304,9999,9999,999.9,9999,1.86844,1.86418,1.87177,1.86263,1.86203,1.86846,1.85856,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.4226,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,118,117.8,1.05835,2.40112,1.44775,2.30103,1.44409,2.23633,36.8366,24.2889,18,421.56,477.23,43.5653,29.3848,29.9999,29.266,29.2496,21.238,0,100,150.048,419.9,28.3489,96.398,99.762,3
101,1678831972,4370,2023-03-14 17:12:52,17:12:52,5,"poa_pra13_t3_ch3","gibson",1678831969.2,0.0012387681884589,1.23876818845891,-1.54342635122848,420.306200632485,462.203912438954,41.8599221185396,38.0654173426947,0.0382400234849318,3.99049036910739,0.0380376058571666,0.0237916005723608,0,34.3002585209518,33.93482,5.32361487852803,45.4326212907196,2.50158192924581,5.50613602776383,2.82203294928222,-54.6296771110379,130.240769425033,7.56580331573006,83.1768956297248,-1.54342635122848,1.23876818845891,-1.58646987677786,431.642548118022,432.22196969697,0.00902748196870136,67.4885138005492,1.24123331158836,27.1625999079142,27.6226448484849,7.4363681348572e-05,125.498269439217,7,1,1,0,46662,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831969.2,420.3062,419.9158,27.62167,27.16188,419.6565,27.19903,500.3791,90.46597,0.09994905,34.54021,33.93482,999.9,0,0,9988.621,0,0.2318874,0.3904205,432.2454,431.6399,0.4597977,419.9158,27.16188,2.498822,2.457227,21.01884,20.74593,0,0,0,0,-0.58,0,-17.39,-2.28,37.125,41.75,39.5,40.8998,38.3936,0,0,0,1678831985.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.439657829268293,-0.903979087108012,0.146094161980804,0,0.455856585365854,0.0138985296167253,0.00451646748415126,1,1,2,"1/2",2.84387,2.71024,0.0908799,0.0908529,0.112483,0.11116,25574,22199,25180.3,23786.7,38170.2,34993.9,45561.3,42433.5,1.75012,1.86375,0.252482,0,29.9203,999.9,54.224,31.109,27.2091,54.0216,42.3277,1,0.152706,-6.66667,20.1264,5.23541,11.992,4.9564,3.304,9999,9999,999.9,9999,1.86844,1.86418,1.87176,1.86263,1.86203,1.86846,1.85853,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4229,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,118.1,117.9,1.05957,2.37915,1.44775,2.30103,1.44409,2.44263,36.8366,24.2976,18,421.203,477.433,43.7074,29.3873,30.0001,29.2635,29.2467,21.2399,0,100,150.858,419.9,28.3489,96.3985,99.7626,3
102,1678831977,4375,2023-03-14 17:12:57,17:12:57,5,"poa_pra13_t3_ch3","gibson",1678831974.5,0.0012570084092009,1.25700840920091,-1.38305885766313,420.19944500771,455.28328379443,41.2335024790632,38.0560751385935,0.0381529481606259,3.99651280788612,0.0379517506170532,0.0237378322999004,0,34.456982958027,34.0954666666667,5.37152835191434,45.0429298612174,2.50224307578084,5.5552404861108,2.8692852761335,-55.4340708457601,130.274297092298,7.56817823940952,82.4084044859473,-1.38305885766313,1.25700840920091,-1.50242779188299,431.579158493505,432.158242424242,0.00219427699537694,67.4885138005492,1.27169551140801,27.1625793068535,27.6330484848485,0.00017701233338346,125.498269439217,6,1,1,0,46856,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678831974.5,420.199444444444,419.873111111111,27.6287333333333,27.1621444444444,419.549888888889,27.2057444444444,500.344666666667,90.4667666666667,0.0999287222222222,34.7001,34.0954666666667,999.9,0,0,10009.1077777778,0,0.223185333333333,0.326334666666667,432.138666666667,431.596111111111,0.466564111111111,419.873111111111,27.1621444444444,2.49947888888889,2.45727222222222,21.0231111111111,20.7462333333333,0,0,0,0,4.46666666666667,0,-22.0111111111111,-3.15555555555556,37.125,41.75,39.5,40.875,38.4094444444444,0,0,0,1678831990.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.367622926829268,-0.025338397212543,0.0579827208001219,1,0.458395951219512,0.0363365017421602,0.00540581834670944,1,2,2,"2/2",2.84321,2.71031,0.09086,0.0908597,0.112493,0.111159,25574.1,22198.5,25179.8,23786.3,38169.7,34993.4,45561.3,42432.9,1.75012,1.86353,0.255425,0,30.028,999.9,54.224,31.109,27.2086,54.1216,43.6779,1,0.152922,-6.66667,20.1267,5.23571,11.992,4.95645,3.30395,9999,9999,999.9,9999,1.86844,1.86418,1.87178,1.86264,1.86203,1.86848,1.85855,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.423,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,118.2,118,1.05835,2.39624,1.44775,2.30103,1.44409,2.27417,36.8366,24.2976,18,421.186,477.27,43.8463,29.3873,30,29.2611,29.2446,21.2391,0,100,151.572,419.9,28.3489,96.3977,99.7611,3
