"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
26,1678828174,572,2023-03-14 16:09:34,16:09:34,5,"ely_can11_t2_ch3_1","gibson",1678828171.5,0.00142220180627776,1.42220180627776,-1.30573771428343,420.157000531675,444.493616178177,40.2716560305399,38.0667293935946,0.0456685872273759,3.99756195914946,0.0453807136927758,0.0283886588783255,0,33.9338955261475,33.6319,5.23427823879455,46.5506699011122,2.5163457119027,5.40560579954742,2.71793252689186,-62.7190996568494,124.367423087831,7.1895288667968,68.8378522977781,-1.30573771428343,1.42220180627776,-1.08705860885336,431.665884745433,432.107854545455,-0.00322179951997295,67.4890791646057,1.43360067035444,27.2460970661604,27.7765793939394,0.00017530500586976,125.53559636264,5,1,1,0,46866,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828171.5,420.157,419.886666666667,27.7738666666667,27.2460555555556,419.507333333333,27.3444222222222,500.360888888889,90.5012555555556,0.0999467222222222,34.2089666666667,33.6319,999.9,0,0,10008.8777777778,0,0.227358555555556,0.270263666666667,432.159777777778,431.647333333333,0.527817333333333,419.886666666667,27.2460555555556,2.51356888888889,2.4658,21.1146333333333,20.8025222222222,0,0,0,0,0.211111111111111,0,-21.6333333333333,-2.77777777777778,36.5,41.437,39,40.437,37.861,0,0,0,1678828187.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2570563925,0.325810548968105,0.0956535634553449,0,0.522003525,0.0437143227016867,0.00592752535628274,1,1,2,"1/2",2.84446,2.71033,0.0908926,0.090905,0.112969,0.111471,25610.1,22196.4,25215.7,23784.9,38200.6,34977.2,45623.2,42428,1.75473,1.86262,0.253264,0,29.5985,999.9,54.419,31.068,27.232,53.8822,43.7981,1,0.14658,-6.66667,20.1262,5.23646,11.992,4.9573,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87177,1.86263,1.86203,1.86844,1.8586,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.4296,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,54.8,54.6,1.05835,2.36084,1.44775,2.30103,1.44409,2.55493,36.8604,24.2976,18,423.079,475.816,43.21,29.2959,30.0001,29.1557,29.1391,21.2485,0,100,145.604,419.9,28.4704,96.531,99.7517,3
27,1678828179,577,2023-03-14 16:09:39,16:09:39,5,"ely_can11_t2_ch3_1","gibson",1678828176.2,0.0014308798257053,1.4308798257053,-1.26555430615218,420.119300515569,443.154339303167,40.1518049217514,38.0647253159893,0.0452476333465052,3.99233956692315,0.044964657439657,0.028128187431623,0,34.0769898173929,33.77473,5.27623760437572,46.1880144773463,2.51698930303127,5.44944252640642,2.75924830134446,-63.1018003136038,124.692098767347,7.22788844771729,68.8181869014602,-1.26555430615218,1.4308798257053,-1.81757273907155,431.593185604442,432.193127272727,0.0237182523421303,67.4890791646057,1.42964524284149,27.2499479524462,27.7805490909091,-8.96401010703387e-06,125.53559636264,5,1,1,0,46928,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828176.2,420.1193,419.8657,27.77994,27.24896,419.4699,27.35023,500.4065,90.5044,0.10016225,34.35406,33.77473,999.9,0,0,9990.693,0,0.2307745,0.2536713,432.1237,431.627,0.5309743,419.8657,27.24896,2.514207,2.46615,21.11876,20.80481,0,0,0,0,1.93,0,-21.71,-3.65,36.5,41.437,39,40.437,37.9121,0,0,0,1678828192.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2862869,-0.353936825515949,0.0614690922032366,0,0.526640325,0.0220614371482165,0.00364389080096742,1,1,2,"1/2",2.84471,2.71024,0.090899,0.0909266,0.112978,0.111487,25610,22196,25215.8,23785,38200.2,34976.6,45623.1,42428,1.75475,1.86248,0.255905,0,29.7025,999.9,54.444,31.068,27.2428,54.1022,42.508,1,0.146555,-6.66667,20.1262,5.23616,11.992,4.95675,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87178,1.86262,1.86203,1.86845,1.85858,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.4297,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,54.9,54.7,1.05957,2.39136,1.44775,2.30103,1.44409,2.31567,36.8604,24.2889,18,423.081,475.709,43.3538,29.2971,30.0001,29.1539,29.1379,21.2459,0,100,146.535,419.9,28.4704,96.5311,99.7518,3
28,1678828184,582,2023-03-14 16:09:44,16:09:44,5,"ely_can11_t2_ch3_1","gibson",1678828181.5,0.00143580163432333,1.43580163432334,-1.08004790765183,420.125667113109,436.858537716309,39.5814913255642,38.0654125141151,0.0446827788175725,3.98819828321105,0.0444065160286996,0.0277787510423491,0,34.2329385528672,33.9233666666667,5.3202131176662,45.7933173947265,2.51738257660401,5.49727060589392,2.80283054106219,-63.3188520736591,126.393460284976,7.34507819750593,70.4196864088229,-1.08004790765183,1.43580163432334,-0.901316051639632,431.730174581699,432.123642424242,-0.00834246974904831,67.4890791646057,1.44810558810315,27.2512735082827,27.7873284848485,0.00014748035678574,125.53559636264,4,1,1,0,46316,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828181.5,420.125666666667,419.943666666667,27.7842,27.2514,419.476,27.3543,500.410333333333,90.5045555555556,0.100269366666667,34.5112111111111,33.9233666666667,999.9,0,0,9976.53888888889,0,0.233541333333333,0.181834,432.132111111111,431.708333333333,0.532814888888889,419.943666666667,27.2514,2.51459777777778,2.46637555555556,21.1213111111111,20.8063,0,0,0,0,1.43333333333333,0,-16.5777777777778,-2.46666666666667,36.5,41.437,39,40.437,37.9094444444444,0,0,0,1678828197.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2453911,-0.340199392120076,0.0476779610531952,0,0.5279381,0.0362860187617255,0.00404223462208714,1,1,2,"1/2",2.84434,2.70997,0.0909027,0.0909138,0.113003,0.111492,25610.1,22196,25216,23784.7,38199.3,34975.9,45623.4,42427.5,1.75525,1.86238,0.258524,0,29.8086,999.9,54.444,31.078,27.2596,54.6822,43.8982,1,0.146509,-6.66667,20.1266,5.23646,11.992,4.95715,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87178,1.86264,1.86205,1.86844,1.85859,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4301,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55,54.8,1.05835,2.35596,1.44775,2.30103,1.44409,2.52808,36.8604,24.2976,18,423.365,475.633,43.4952,29.299,30,29.1539,29.1366,21.2467,0,100,147.361,419.9,28.4704,96.5317,99.7506,3
29,1678828189,587,2023-03-14 16:09:49,16:09:49,5,"ely_can11_t2_ch3_1","gibson",1678828186.2,0.00145641934803599,1.456419348036,-1.26820212127915,420.16420051738,443.202825960115,40.1558493974402,38.0684629472334,0.0446478853602707,3.9914862092802,0.0443722781405259,0.0277572940260527,0,34.3770436413669,34.06645,5.36284637721423,45.4357563354515,2.51832378901809,5.54260342983034,2.84452258819613,-64.2280932483874,127.525307855509,7.41527225460008,70.712486861722,-1.26820212127915,1.456419348036,-1.304432488301,431.701853399993,432.178854545454,0.00730778775788432,67.4890791646057,1.47426876074681,27.2547134454309,27.8003593939394,0.00016284499826923,125.53559636264,5,1,1,0,46875,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828186.2,420.1642,419.9137,27.79491,27.25444,419.5147,27.36454,500.3871,90.50405,0.09972562,34.65907,34.06645,999.9,0,0,9987.818,0,0.2259057,0.2505676,432.1765,431.679,0.5404765,419.9137,27.25444,2.515551,2.466637,21.12747,20.80802,0,0,0,0,4.24,0,-20.59,-3.26,36.5,41.437,39,40.437,37.9185,0,0,0,1678828202.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.237084975,-0.113235816135085,0.0425365822672012,0,0.532894425,0.0484615947467156,0.00532083502792325,1,1,2,"1/2",2.84392,2.71005,0.0909074,0.0909107,0.113034,0.111498,25609.9,22196.2,25215.9,23784.9,38198.3,34976.1,45623.9,42428,1.75465,1.86267,0.261042,0,29.9157,999.9,54.444,31.068,27.2439,53.4022,43.5777,1,0.146623,-6.66667,20.1268,5.23661,11.992,4.9573,3.30395,9999,9999,999.9,9999,1.86844,1.86417,1.87177,1.86264,1.86203,1.86844,1.85858,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4306,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.1,54.9,1.05957,2.39502,1.44897,2.30103,1.44409,2.28516,36.8604,24.2976,18,423.015,475.828,43.6346,29.3015,30.0001,29.1526,29.1366,21.2465,0,100,148.088,419.9,28.4704,96.5322,99.7516,3
30,1678828194,592,2023-03-14 16:09:54,16:09:54,5,"ely_can11_t2_ch3_1","gibson",1678828191.5,0.00146497117382459,1.46497117382459,-1.29514220381549,420.137222753184,444.247216415835,40.2509724023351,38.066488957812,0.0441623395298473,3.99686830408145,0.0438930353699584,0.0274572059136789,0,34.5414260314343,34.2253111111111,5.41052853618409,45.0291467806686,2.51883017540367,5.59377726536232,2.89169836078042,-64.6052287656645,129.160605120311,7.51213190138152,72.0675082560278,-1.29514220381549,1.46497117382459,-1.51565769161276,431.644093150133,432.197866666666,0.00860196592633055,67.4890791646057,1.46824181796116,27.2566987067399,27.801423030303,1.87793946651742e-05,125.53559636264,4,1,1,0,46561,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828191.5,420.137222222222,419.877777777778,27.8001555555556,27.2564777777778,419.487777777778,27.3695555555556,500.352888888889,90.5048444444445,0.100050566666667,34.8247222222222,34.2253111111111,999.9,0,0,10006.1111111111,0,0.222567,0.259497888888889,432.151111111111,431.643,0.543661666666667,419.877777777778,27.2564777777778,2.51604777777778,2.46684333333333,21.1307,20.8093777777778,0,0,0,0,4.26666666666667,0,-22.4666666666667,-2.72222222222222,36.5275555555556,41.437,39.0137777777778,40.437,37.9234444444444,0,0,0,1678828207.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.23486405,0.0696226491557229,0.0410620072323249,1,0.53628905,0.0535444052532829,0.005800435341205,1,2,2,"2/2",2.84432,2.71017,0.0909112,0.0909091,0.11304,0.111505,25610,22196.5,25216.1,23785.2,38197.7,34976,45623.5,42428.2,1.75522,1.8624,0.263792,0,30.022,999.9,54.444,31.068,27.2431,54.1622,43.6338,1,0.146585,-6.66667,20.1269,5.23631,11.992,4.9572,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86845,1.85855,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4307,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.2,55,1.05835,2.3584,1.44775,2.30103,1.44409,2.48779,36.8604,24.2976,18,423.333,475.645,43.7707,29.304,30.0001,29.1514,29.136,21.2497,0,100,148.709,419.9,28.4704,96.532,99.7523,3
31,1678828199,597,2023-03-14 16:09:59,16:09:59,5,"ely_can11_t2_ch3_1","gibson",1678828196.2,0.00147107539441089,1.47107539441089,-1.37864554973039,420.172000563971,447.415383551661,40.5379532727804,38.0695737151072,0.0437158745092836,3.99511216588953,0.043451855149167,0.0271809974344257,0,34.6811867997128,34.36159,5.45172596047044,44.6852118339947,2.51920492038771,5.63767030969114,2.93252104008273,-64.8744248935203,130.128845563617,7.58201948982318,72.8364401599201,-1.37864554973039,1.47107539441089,-1.29038444770243,431.630751858733,432.17083030303,-0.00707936995684889,67.4890791646057,1.48136075873584,27.2588646622354,27.8081703030303,4.61419969206615e-05,125.53559636264,5,1,1,0,46690,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828196.2,420.172,419.8817,27.80434,27.25844,419.5224,27.37355,500.3903,90.50473,0.10000726,34.96576,34.36159,999.9,0,0,10000.125,0,0.222567,0.2903626,432.1887,431.6477,0.5458937,419.8817,27.25844,2.516423,2.467017,21.13311,20.81053,0,0,0,0,-1.26,0,-19.64,-3.34,36.5124,41.437,39,40.437,37.9496,0,0,0,1678828212.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.24662555,0.387350386491557,0.0569695298049536,0,0.539775575,0.0553876660412755,0.0058870184766463,1,1,2,"1/2",2.84456,2.71028,0.0908944,0.0909193,0.113059,0.111509,25610.3,22195.9,25216,23784.8,38197.5,34975.4,45624.1,42427.7,1.7549,1.86262,0.266369,0,30.1253,999.9,54.444,31.078,27.2615,54.0222,43.0008,1,0.146778,-6.66667,20.127,5.23616,11.992,4.9575,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86263,1.86203,1.86844,1.85855,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.431,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.2,55,1.05957,2.39502,1.44775,2.30103,1.44409,2.27661,36.8604,24.2889,18,423.149,475.775,43.9036,29.3065,30.0002,29.1514,29.1341,21.247,0,100,149.225,419.9,28.4704,96.5326,99.7509,3
32,1678828204,602,2023-03-14 16:10:04,16:10:04,5,"ely_can11_t2_ch3_1","gibson",1678828201.5,0.00147807401396044,1.47807401396044,-1.28088671027672,420.157667191845,444.046878140243,40.2320935188652,38.0676531944716,0.0432335852047216,3.99754683276886,0.0429754969204239,0.0268827451464597,0,34.8336166370845,34.5133333333333,5.49791898188986,44.3145050882293,2.51963933534425,5.68581174567492,2.97827964654561,-65.1830640156554,130.607330616805,7.61659126767757,73.0408578688269,-1.28088671027672,1.47807401396044,-1.67176113177462,431.674965753867,432.230745454545,0.0210508509595843,67.4890791646057,1.47259575819784,27.2611311588248,27.8078224242424,-2.14450584816007e-05,125.53559636264,5,1,1,0,46544,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828201.5,420.157666666667,419.905777777778,27.8095888888889,27.2610555555556,419.507888888889,27.3785555555556,500.354555555556,90.5033,0.0999572222222222,35.1193555555556,34.5133333333333,999.9,0,0,10008.6,0,0.222567,0.251736111111111,432.176111111111,431.673777777778,0.548534777777778,419.905777777778,27.2610555555556,2.51686,2.46721555555556,21.1359555555556,20.8118444444444,0,0,0,0,-0.511111111111112,0,-18.0555555555556,-3.36666666666667,36.5137777777778,41.437,39,40.437,37.965,0,0,0,1678828217.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2576981,-0.00693316322701738,0.0468013389262529,1,0.544206475,0.0386660600375225,0.00435752580019613,1,2,2,"2/2",2.84418,2.71027,0.0909172,0.0909132,0.11306,0.111521,25610.3,22196.1,25216.7,23784.9,38197.2,34975.2,45623.8,42427.9,1.75473,1.86257,0.267997,0,30.2292,999.9,54.444,31.078,27.2601,54.0923,43.2131,1,0.146669,-6.66667,20.1271,5.23571,11.992,4.95735,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86263,1.86203,1.86844,1.85856,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.431,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.3,55.1,1.05957,2.36938,1.44775,2.30103,1.44409,2.46826,36.8842,24.2976,18,423.041,475.742,44.0362,29.3097,30.0001,29.1501,29.1341,21.2479,0,100,149.641,419.9,28.4704,96.5332,99.7514,3
33,1678828209,607,2023-03-14 16:10:09,16:10:09,5,"ely_can11_t2_ch3_1","gibson",1678828206.2,0.00147817242249909,1.47817242249909,-1.3918420388929,420.171200573382,448.401119885507,40.6263559246721,38.0686487762331,0.0427180731138106,3.9951889831232,0.0424659358329847,0.0265637391689826,0,34.9679234382978,34.62946,5.53349921366565,43.9911850905618,2.51992497531983,5.72824980761992,3.01357423834582,-65.18740383221,134.480044064124,7.85665032579802,77.1492905577117,-1.3918420388929,1.47817242249909,-0.986928109578898,431.627980435807,432.142024242424,-0.0266296438179517,67.4890791646057,1.48164063657123,27.2645368331143,27.8141593939394,2.1879108085852e-05,125.53559636264,5,1,1,0,46361,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828206.2,420.1712,419.877,27.81291,27.26438,419.5216,27.38173,500.3892,90.50267,0.10003843,35.25382,34.62946,999.9,0,0,10000.615,0,0.222567,0.2942505,432.1918,431.6457,0.5485248,419.877,27.26438,2.517142,2.467498,21.13777,20.81369,0,0,0,0,2.25,0,-19.67,-2.65,36.5248,41.437,39,40.437,37.9811,0,0,0,1678828222.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.275395275,0.0636795759849895,0.0530637832527928,1,0.5464949,0.0182252307692288,0.00273361900966465,1,2,2,"2/2",2.84457,2.71025,0.0908992,0.090921,0.113074,0.111523,25610.2,22196.1,25216,23785,38196.6,34975,45623.8,42427.9,1.75458,1.8626,0.269737,0,30.3322,999.9,54.444,31.078,27.2606,54.4622,43.2492,1,0.146552,-6.66667,20.1271,5.23646,11.992,4.9573,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86262,1.86203,1.86845,1.85858,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4313,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.4,55.2,1.05957,2.39502,1.44775,2.30103,1.44409,2.24365,36.8842,24.2889,18,422.947,475.759,44.1639,29.3129,30,29.1489,29.1341,21.2456,0,100,149.959,419.9,28.4704,96.5323,99.7516,3
34,1678828214,612,2023-03-14 16:10:14,16:10:14,5,"ely_can11_t2_ch3_1","gibson",1678828211.5,0.0014822931020581,1.48229310205811,-1.24716078401181,420.152778290543,443.293813353586,40.1635327089609,38.0668968194535,0.0421949476506449,3.99264586548783,0.0419487729957575,0.0262399810104747,0,35.1100894266153,34.7760333333333,5.57869369091907,43.6507849116958,2.5202739481736,5.77371965537857,3.05841974274547,-65.3691258007626,133.649671189622,7.82414133358587,76.1046867224449,-1.24716078401181,1.48229310205811,-1.28418331803649,431.711681684791,432.192854545455,0.0047836033730176,67.4890791646057,1.48623064967227,27.2670971505972,27.8183260606061,3.49368295538904e-05,125.53559636264,5,1,1,0,46493,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828211.5,420.152777777778,419.914444444444,27.8168222222222,27.2667444444444,419.503444444444,27.3854888888889,500.370222222222,90.5026888888889,0.0998223555555556,35.3969333333333,34.7760333333333,999.9,0,0,9991.92777777778,0,0.222567,0.238494888888889,432.174555555556,431.684777777778,0.550081888888889,419.914444444444,27.2667444444444,2.51749666666667,2.46771444444444,21.1400666666667,20.8151,0,0,0,0,3.52222222222222,0,-17.7333333333333,-2.75555555555556,36.562,41.437,39,40.437,38,0,0,0,1678828227.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.264127375,-0.202923073170733,0.0612684867087835,0,0.547986375,0.0162069230769206,0.00256619682299994,1,1,2,"1/2",2.84403,2.71032,0.090909,0.0909107,0.113085,0.111533,25610,22196.3,25216.2,23785,38196.1,34974.8,45623.8,42428.1,1.75455,1.86297,0.271745,0,30.4346,999.9,54.444,31.078,27.2585,54.8322,42.7524,1,0.146811,-6.66667,20.1274,5.23646,11.992,4.95745,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87174,1.86263,1.86203,1.86844,1.85856,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4315,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.5,55.3,1.05957,2.37183,1.44775,2.30103,1.44409,2.44263,36.8842,24.2976,18,422.933,476.002,44.2896,29.316,30.0001,29.1489,29.1341,21.2493,0,100,150.19,419.9,28.4704,96.5325,99.752,3
35,1678828219,617,2023-03-14 16:10:19,16:10:19,5,"ely_can11_t2_ch3_1","gibson",1678828216.2,0.00148660019401626,1.48660019401626,-1.4016381823549,420.166000576512,449.23403847298,40.7021310702428,38.0684680191559,0.0417872239410069,3.9948853360969,0.0415459036213548,0.0259877550621447,0,35.2339042461503,34.89991,5.61713970185522,43.3601828453367,2.52075419121373,5.81352297384242,3.09638551064149,-65.5590685561172,133.853858495946,7.84117582069955,76.1359657605281,-1.4016381823549,1.48660019401626,-1.40321101809554,431.641469601933,432.189975757575,0.0004492256853711,67.4890791646057,1.49679091455917,27.2710935490427,27.8260563636364,5.49868433132722e-05,125.53559636264,5,1,1,0,46439,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828216.2,420.166,419.8694,27.82185,27.27018,419.5165,27.39028,500.3732,90.50342,0.09997953,35.52141,34.89991,999.9,0,0,9999.495,0,0.222567,0.2965882,432.1904,431.6403,0.5516516,419.8694,27.27018,2.517973,2.468046,21.14314,20.81729,0,0,0,0,4.44,0,-21.72,-3.26,36.562,41.437,39,40.437,38,0,0,0,1678828232.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.26314855,0.126523924953096,0.0540649960894061,0,0.5494302,0.0100141013133199,0.00188537842620519,1,1,2,"1/2",2.84394,2.71024,0.0909092,0.0909127,0.113106,0.111542,25610,22196.3,25216.1,23785.1,38195.2,34974.5,45623.7,42428.2,1.7544,1.86238,0.27385,0,30.5367,999.9,54.444,31.078,27.2615,54.8722,43.8462,1,0.147101,-6.66667,20.1274,5.23676,11.992,4.95745,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86262,1.86203,1.86845,1.85856,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4318,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.6,55.4,1.05835,2.38892,1.44775,2.30103,1.44409,2.34131,36.8842,24.2976,18,422.848,475.612,44.4125,29.3197,30.0002,29.1489,29.1341,21.249,0,100,150.324,419.9,28.4704,96.5323,99.7521,3
