"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
11,1679532100,50,2023-03-22 19:41:40,19:41:40,5,"pas_smi30_t3_ch5","gibson",1679532097.2,0.00025318882809013,0.253188828090131,-2.4449783809161,420.35340068801,667.953616436882,60.0399746838567,37.784071999206,0.0149342527256446,4.23166119370105,0.0149050337458872,0.00931826648375023,0,20.3601061525916,20.00002,2.34661600076557,35.1920315755029,0.846856403927957,2.406386804101,1.49975959683762,-11.1656273187748,92.8062610741932,4.41860215049499,86.0592359059134,-1.5137948458614,0.274673624083333,-2.4449783809161,423.988967904839,424.451133333333,0.0436195637181845,66.6879505814976,0.253188828090131,9.35181282999614,9.42072626373626,-2.52251586033217e-05,108.361016075916,3,1,1,0,48515,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532097.2,420.3534,419.9703,9.421403,9.34686,419.0119,9.514455,500.0571,89.78656,0.09988302,20.40682,20.00002,999.9,0,0,10035.175,0,0.834628,0.3831971,424.3515,423.9326,0.07454348,419.9703,9.34686,0.8459153,0.8392222,4.502067,4.388621,0,0,0,0,2.69207,0,-22.82716,-2.64341,34.687,40.437,37.687,39.375,35.375,0,0,0,1679532121.1,0,1679531592.5,19:33:12,1679531589,1679531592.5,1,0.484,0.018,1.342,-0.103,421,9,0.83,0.14,0.2038711175,1.73834063752345,0.186194898105106,0,0.0652559925,0.139315207879925,0.0176593952145223,0,0,2,"0/2",2.87568,2.71041,0.0907715,0.0908344,0.0517375,0.0512747,25620.4,22363.6,25208.7,23949.3,40799.4,37586.1,45546.2,42687.5,1.79937,1.87127,-0.00607967,0,20.1012,999.9,44.103,28.429,19.1105,54.0583,41.5064,1,-0.133181,2.40109,20.2334,5.23556,11.9912,4.9576,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.87206,1.86281,1.86227,1.86874,1.85883,1.8653,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.341,-0.0931,0.845365133108495,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0512147415976617,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,8.5,8.5,1.02173,2.37671,1.44775,2.31079,1.44409,2.40967,35.4059,24.1225,18,424.084,452.924,18.0219,25.6794,29.9997,25.7481,25.7165,20.504,62.6446,50.5703,18.0236,420,9.4322,96.4165,100.39,5
12,1679532105,55,2023-03-22 19:41:45,19:41:45,5,"pas_smi30_t3_ch5","gibson",1679532102.5,0.00018364043285285,0.183640432852859,-1.46628113634225,420.448667081735,623.234113291452,56.0203001899116,37.7926368952661,0.0108262046974465,4.21819079256577,0.0108107917561004,0.00675812778078041,0,20.3734591686055,20.0013555555556,2.34681008450088,35.1989865701038,0.847056420260847,2.40647956887569,1.49975366424003,-8.09854308881106,92.3491217357544,4.4109223868632,88.6615010338065,-2.14436799664576,0.107448374508585,-1.46628113634225,423.845680784956,424.385763636363,-0.0274270827950654,66.6879505814976,0.183640432852859,9.38058213620145,9.43120967032968,-9.9154665881453e-05,108.361016075916,3,1,1,0,48433,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532102.5,420.448666666667,419.873555555556,9.42362777777778,9.39446777777778,419.107111111111,9.51665,500.058555555556,89.7863555555556,0.1000916,20.4074444444444,20.0013555555556,999.9,0,0,9992.56555555556,0,0.834628,0.575083444444444,424.448555555556,423.855333333333,0.0291603888888889,419.873555555556,9.39446777777778,0.846113111111111,0.843494888888889,4.50540777777778,4.46112,0,0,0,0,2.6524,0,-22.6891777777778,-2.62463333333333,34.687,40.437,37.687,39.375,35.375,0,0,0,1679532125.9,0,1679531592.5,19:33:12,1679531589,1679531592.5,1,0.484,0.018,1.342,-0.103,421,9,0.83,0.14,0.3638458025,1.63396221050657,0.178505470747926,0,0.0658617925,-0.085034786116323,0.0202711702347002,1,1,2,"1/2",2.87568,2.71029,0.0907535,0.0908493,0.0517909,0.0514673,25621,22363.6,25208.8,23949.6,40797.6,37579,45546.8,42688.1,1.79977,1.87103,-0.00620633,0,20.1002,999.9,43.981,28.429,19.0557,54.0683,42.0673,1,-0.133641,2.44571,20.2328,5.23541,11.9897,4.95755,3.304,9999,999.9,9999,9999,1.86874,1.86446,1.87208,1.86279,1.86229,1.86874,1.85883,1.86529,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.342,-0.0929,0.845365133108495,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0512147415976617,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,8.6,8.5,1.02173,2.39746,1.44775,2.31201,1.44409,2.27661,35.4059,24.1225,18,424.275,452.734,18.0207,25.6739,29.9998,25.7438,25.7122,20.5051,62.6446,50.5703,18.0152,420,9.43208,96.4174,100.392,5
13,1679532767.6,717.599999904633,2023-03-22 19:52:47,19:52:47,5,"pas_smi30_t3_ch5","gibson",1679532764.6,0.00010851395926133,0.108513959261335,-2.19751205091271,420.789091542931,958.119130109245,86.1330230424996,37.8281107003543,0.00632523287673037,4.21733909504853,0.00631996723401219,0.00395045224212976,0,27.9402501555121,27.5081,3.68737028597133,57.9577431954977,2.19431367783807,3.78605783602791,1.49305660813326,-4.78546560342489,102.806268964239,5.29957337472961,103.320376735544,0.96962553928039,0.117098471396763,-2.19751205091271,431.810112329625,431.688624242424,0.154086324448481,66.8282305029838,0.108513959261335,24.3783665099923,24.4074483516484,-1.16492655115626e-05,111.659363281414,3,1,1,0,47552,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532764.6,420.789090909091,421.068090909091,24.4089181818182,24.3776363636364,419.958,23.9849,500.319727272727,89.7980090909091,0.100021681818182,27.9602636363636,27.5081,999.9,0,0,9988.57545454546,0,0.834628,-0.278927718181818,431.317181818182,431.589181818182,0.0312812181818182,421.068090909091,24.3776363636364,2.19187272727273,2.18906272727273,18.9030363636364,18.8825,0,0,0,0,2.69251818181818,0,-20.3733454545455,-2.44690909090909,35.562,40.75,38.312,40.0338181818182,36.75,0,0,0,1679532788.3,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.165826131707317,2.2886895533101,0.841697507690712,0,0.0286155829268293,0.0233282759581882,0.00281736406038213,1,1,2,"1/2",2.87287,2.71032,0.0911081,0.0912235,0.103041,0.103247,25594.1,22347.4,25191.4,23941.2,38538.7,35511.1,45517.7,42675.8,1.80025,1.89473,0.0914186,0,26.0195,999.9,57.301,28.772,25.3274,53.9502,40.7692,1,-0.120483,-1.32377,20.2436,5.23466,11.9888,4.95595,3.304,9999,999.9,9999,9999,1.86875,1.86447,1.8721,1.86282,1.86233,1.86874,1.85885,1.86533,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.832,0.424,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.4,4.3,1.03027,2.40112,1.44775,2.30835,1.44409,2.27051,35.7311,24.1225,18,424.885,467.977,28.3846,25.9823,30.0003,25.791,25.7762,20.6618,17.8784,100,28.3762,420,24.3609,96.3541,100.36,5
14,1679532772.6,722.599999904633,2023-03-22 19:52:52,19:52:52,5,"pas_smi30_t3_ch5","gibson",1679532770.1,0.00011290732047832,0.112907320478324,-2.86445411646457,421.344778602705,1098.26691454628,98.7325045917366,37.8782468424643,0.00657262092228879,4.22959541173216,0.00656695199195255,0.00410485390667691,0,27.9405336376806,27.5159222222222,3.68905826310492,57.9455575168329,2.19398490841232,3.7862866498005,1.4950733546926,-4.97921283309408,101.55768992345,5.22027043896006,101.798747529316,-4.57947502991389,0.125426451624268,-2.86445411646457,430.706997287497,431.748593939394,-0.0495714704137649,66.8282305029838,0.112907320478324,24.3731502613386,24.4033967032967,-1.00051953623458e-05,111.659363281414,3,1,1,0,47442,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532770.1,421.344777777778,420.105111111111,24.4051444444444,24.3716333333333,420.513222222222,23.9813,500.253777777778,89.7985,0.0999602777777778,27.9613,27.5159222222222,999.9,0,0,10027.3,0,0.834628,1.23960318888889,431.884888888889,430.599666666667,0.0335121111111111,420.105111111111,24.3716333333333,2.19154555555556,2.18853555555556,18.9006333333333,18.8786444444444,0,0,0,0,2.6716,0,-20.3501444444444,-2.44617777777778,35.562,40.7844444444444,38.312,40.0413333333333,36.75,0,0,0,1679532793.7,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.5538269775,-1.55304767842402,0.681239401284574,0,0.030523205,0.0172228232645402,0.00183861533659844,1,1,2,"1/2",2.87279,2.71034,0.0910916,0.0908285,0.103026,0.10323,25594.6,22357.2,25191.4,23941.3,38539.3,35511.8,45517.6,42676,1.80017,1.89473,0.0907481,0,26.026,999.9,57.301,28.772,25.3268,53.9602,41.1418,1,-0.120473,-1.28128,20.2442,5.23451,11.9866,4.9561,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.8721,1.86283,1.86233,1.86874,1.85887,1.86534,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.832,0.4236,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.4,4.4,1.03271,2.3999,1.44775,2.30835,1.44409,2.37305,35.7078,24.1313,18,424.859,467.996,28.3786,25.9845,30.0002,25.7931,25.7784,20.7009,17.8784,100,28.3599,420,24.3609,96.354,100.361,5
15,1679532777.6,727.599999904633,2023-03-22 19:52:57,19:52:57,5,"pas_smi30_t3_ch5","gibson",1679532774.8,0.00011567000605533,0.115670006055333,-1.8935164559917,420.786600549212,853.424081769866,76.7219602532971,37.8282890441826,0.00673526459182096,4.21726715956625,0.00672929437967151,0.0042063449338402,0,27.9420063989907,27.51199,3.68820963464869,57.9254377824094,2.19348403525353,3.78673708689628,1.49472559939516,-5.10104726704017,102.619525962535,5.29022097175459,102.80869966725,-3.3343222055818,0.122887334365289,-1.8935164559917,430.608826692439,431.26123030303,-0.025240923988466,66.8282305029838,0.115670006055333,24.3674706625794,24.3987230769231,-4.37864237064746e-05,111.659363281414,3,1,1,0,47289,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532774.8,420.7866,419.8877,24.39943,24.3666,419.9554,23.9759,500.2981,89.79889,0.10009679,27.96334,27.51199,999.9,0,0,9988.25,0,0.834628,0.8986695,431.3103,430.3746,0.03286074,419.8877,24.3666,2.191045,2.188093,18.89696,18.8754,0,0,0,0,2.62904,0,-20.36509,-2.46386,35.562,40.812,38.312,40.062,36.75,0,0,0,1679532798.5,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.67727512,1.1970232750469,0.814575439482399,0,0.03152375,0.0147366596622888,0.00169638099155231,1,1,2,"1/2",2.87255,2.71006,0.0910337,0.0910019,0.103016,0.103215,25595.3,22352.6,25190.5,23941,38538.7,35512,45516.4,42675.5,1.80025,1.89452,0.0908226,0,26.0295,999.9,57.276,28.772,25.314,54.4502,41.867,1,-0.120254,-1.24698,20.2444,5.23466,11.9884,4.9564,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.8721,1.86286,1.86234,1.86874,1.85884,1.86534,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.4235,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.5,4.5,1.03149,2.37427,1.44775,2.30835,1.44409,2.44507,35.7078,24.1313,18,424.917,467.889,28.362,25.9861,30.0003,25.7953,25.7805,20.7032,17.8784,100,28.3479,420,24.3609,96.3511,100.36,5
16,1679532782.6,732.599999904633,2023-03-22 19:53:02,19:53:02,5,"pas_smi30_t3_ch5","gibson",1679532780.1,0.00011061388292069,0.110613882920693,-2.60626278118562,420.62122298163,1048.91683738053,94.2967762605964,37.8135081261625,0.00643473338951491,4.21259880605837,0.00642927781264284,0.00401878839807457,0,27.9421107541339,27.5165555555556,3.68919496121233,57.9181994074644,2.1931067733581,3.78655896729319,1.49608818785424,-4.87807223680254,101.285846686573,5.22735171179917,101.635126161569,-5.54868158979767,0.128479109788637,-2.60626278118562,429.421662313487,430.829460606061,-0.141161052281357,66.8282305029838,0.110613882920693,24.3621531144341,24.3917670329671,-8.01386568661368e-06,111.659363281414,3,1,1,0,47143,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532780.1,420.621222222222,419.116666666667,24.3951777777778,24.3608555555556,419.790222222222,23.9718111111111,500.324333333333,89.7990333333333,0.100158766666667,27.9625333333333,27.5165555555556,999.9,0,0,9973.47555555556,0,0.834628,1.50464988888889,431.139,429.581444444444,0.0343219111111111,419.116666666667,24.3608555555556,2.19066333333333,2.18758,18.8941888888889,18.8716555555556,0,0,0,0,2.78526666666667,0,-20.3173444444444,-2.43883333333333,35.576,40.812,38.312,40.062,36.7775555555556,0,0,0,1679532803.3,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.767347245,5.9060094641651,0.881710503440297,0,0.03297844,0.0102934829268292,0.00142547523650886,1,1,2,"1/2",2.87283,2.71005,0.0909575,0.0908534,0.102996,0.103199,25597.6,22356.2,25190.6,23940.9,38539.5,35512.3,45516.3,42675.1,1.80047,1.8944,0.0906736,0,26.0311,999.9,57.276,28.772,25.315,54.7002,41.8269,1,-0.120056,-1.23861,20.2445,5.23406,11.9885,4.9561,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.8721,1.86284,1.86234,1.86874,1.85885,1.86532,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.83,0.4232,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.6,4.6,1.03271,2.36694,1.44775,2.30835,1.44409,2.52197,35.7078,24.1313,18,425.058,467.825,28.3458,25.9872,30.0003,25.7974,25.7822,20.7344,17.8784,100,28.3322,420,24.3609,96.3511,100.359,5
17,1679532787.6,737.599999904633,2023-03-22 19:53:07,19:53:07,5,"pas_smi30_t3_ch5","gibson",1679532784.8,0.00012061741295758,0.120617412957582,-2.09805021207553,420.241200604372,881.356560512856,79.2329252686938,37.7791930463842,0.0070130668589451,4.22911230333274,0.00700661236256586,0.00437971212918969,0,27.9422931912976,27.51887,3.68969454645153,57.9018554172119,2.19273679244209,3.78698882210652,1.49695775400944,-5.31922791142936,101.59903655181,5.22315195253833,101.502960592919,-1.69039154774466,0.134103344220306,-2.09805021207553,430.338582719047,430.804951515151,0.0255748518789597,66.8282305029838,0.120617412957582,24.356717062233,24.3889846153846,-5.08086915449127e-06,111.659363281414,3,1,1,0,47437,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532784.8,420.2412,419.7937,24.39116,24.35533,419.4106,23.968,500.2523,89.79915,0.09968189,27.96448,27.51887,999.9,0,0,10025.698,0,0.834628,0.4475406,430.7478,430.2732,0.03581162,419.7937,24.35533,2.190306,2.18709,18.89158,18.86805,0,0,0,0,2.68785,0,-20.29975,-2.44017,35.6061,40.812,38.312,40.062,36.7686,0,0,0,1679532808.7,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.9419589675,0.492755559849904,0.729600035045878,0,0.0338613025,0.00997026303939957,0.00144825740831654,1,1,2,"1/2",2.87304,2.71051,0.0909616,0.091047,0.102984,0.10318,25597.3,22351.4,25190.5,23940.9,38540.1,35513.3,45516.4,42675.4,1.80023,1.8947,0.0906363,0,26.0344,999.9,57.276,28.772,25.3166,54.1102,41.1058,1,-0.120015,-1.22399,20.2446,5.23481,11.9891,4.95655,3.304,9999,999.9,9999,9999,1.86874,1.86446,1.8721,1.86284,1.86234,1.86874,1.85888,1.86532,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.423,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.7,4.6,1.03149,2.40112,1.44775,2.30835,1.44409,2.24121,35.7078,24.1225,18,424.93,468.032,28.3289,25.9888,30,25.799,25.7843,20.7223,17.8784,100,28.3146,420,24.3609,96.3512,100.359,5
18,1679532792.6,742.599999904633,2023-03-22 19:53:12,19:53:12,5,"pas_smi30_t3_ch5","gibson",1679532790.1,0.00011819893268149,0.118198932681493,-2.56635369966901,420.464222963287,999.132668592897,89.8213170449433,37.7994349139128,0.0068692286559701,4.21939232338817,0.00686302183044449,0.00428994582253065,0,27.9393103931896,27.5192111111111,3.689768182105,57.8970116526973,2.19212125668678,3.78624249181719,1.49764692541822,-5.21257293125384,100.519063393159,5.1794569440375,100.485947405942,-2.62577424689468,0.131629679175589,-2.56635369966901,430.245157710406,430.955072727272,0.0021698442309333,66.8282305029838,0.118198932681493,24.3500815313221,24.3818945054945,-2.92835527259745e-05,111.659363281414,3,1,1,0,47468,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532790.1,420.464222222222,419.760333333333,24.3841888888889,24.3490222222222,419.633444444444,23.9613888888889,500.290222222222,89.7992555555555,0.100033966666667,27.9611,27.5192111111111,999.9,0,0,9994.93,0,0.834628,0.703847122222222,430.973222222222,430.236222222222,0.0351579555555556,419.760333333333,24.3490222222222,2.18968111111111,2.18652333333333,18.8870222222222,18.8639333333333,0,0,0,0,2.6672,0,-20.3551111111111,-2.40295555555556,35.611,40.812,38.312,40.062,36.812,0,0,0,1679532813.5,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.8972286225,-3.62945901275798,0.666549092130828,0,0.03451734,0.0105596307692307,0.00149686013504936,1,1,2,"1/2",2.87304,2.71016,0.0909767,0.0908812,0.102964,0.103164,25596.6,22355.3,25190.2,23940.8,38540.7,35513.8,45516,42675.2,1.8002,1.8944,0.0908226,0,26.0351,999.9,57.276,28.772,25.3145,54.0002,40.7051,1,-0.119903,-1.20175,20.2447,5.23466,11.9881,4.95655,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.8721,1.86282,1.86234,1.86874,1.85889,1.8653,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.4226,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.8,4.7,1.03394,2.40845,1.44897,2.30835,1.44409,2.2876,35.7078,24.1225,18,424.933,467.861,28.3111,25.991,30.0002,25.8012,25.7865,20.7518,17.8784,100,28.2952,420,24.3609,96.3503,100.359,5
19,1679532797.6,747.599999904633,2023-03-22 19:53:17,19:53:17,5,"pas_smi30_t3_ch5","gibson",1679532794.8,0.00011219233954375,0.112192339543754,-1.99758776510428,420.318600584993,893.370833065508,80.3137105347148,37.7864881752461,0.00651195687411544,4.21147280601544,0.00650636813526841,0.00406698179927931,0,27.9424107315448,27.52515,3.69105041556251,57.8760668709301,2.19158765111083,3.78669071621316,1.49946276445168,-4.94768217387956,99.4428868216029,5.13384417123873,99.6290488189621,-3.44863028209314,0.125506954538558,-1.99758776510428,429.867912981432,430.686448484848,-0.053822701310892,66.8282305029838,0.112192339543754,24.3456785897968,24.3758285714286,-2.21090998810393e-05,111.659363281414,3,1,1,0,46923,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532794.8,420.3186,419.3887,24.37816,24.34463,419.4879,23.95565,500.3067,89.79941,0.10022357,27.96313,27.52515,999.9,0,0,9969.875,0,0.834628,0.9299258,430.8215,429.8533,0.03353862,419.3887,24.34463,2.189144,2.186133,18.8831,18.86105,0,0,0,0,2.67474,0,-20.23927,-2.42928,35.625,40.812,38.312,40.062,36.812,0,0,0,1679532818.3,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.8298503975,-0.908320382363981,0.513466379344788,0,0.0347463175,-0.00229171969981235,0.00122397194430417,1,1,2,"1/2",2.87296,2.70993,0.0909354,0.0908896,0.10295,0.103148,25598.2,22354.9,25190.6,23940.6,38541.4,35514.1,45516.1,42674.8,1.80025,1.89445,0.0910461,0,26.0372,999.9,57.276,28.792,25.3449,54.9102,40.7893,1,-0.119746,-1.18241,20.2447,5.23451,11.9888,4.9566,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.8721,1.86283,1.86233,1.86874,1.85887,1.86533,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.83,0.4224,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.9,4.8,1.03638,2.39868,1.44775,2.30835,1.44409,2.34253,35.7078,24.1313,18,424.973,467.907,28.2904,25.9921,30.0003,25.8028,25.7881,20.7748,17.8784,100,28.2713,420,24.3609,96.351,100.358,5
20,1679532802.6,752.599999904633,2023-03-22 19:53:22,19:53:22,5,"pas_smi30_t3_ch5","gibson",1679532800.1,0.00011983689681908,0.119836896819081,-3.04308366310235,420.185334214944,1099.38178136695,98.8347001785409,37.7747678107945,0.00695964488683003,4.21188054938417,0.00695326232146111,0.00434636189818271,0,27.9395376506984,27.52,3.68993848445723,57.8713162674334,2.19122077305101,3.78636760727023,1.49871771140622,-5.28480714972147,100.28964934546,5.17688723696526,100.181729432704,-2.09758448699973,0.129333415604762,-3.04308366310235,430.020045354032,430.744115151515,0.0271480119740156,66.8282305029838,0.119836896819081,24.3403188121548,24.3724043956044,-8.40286116568045e-06,111.659363281414,3,1,1,0,47426,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532800.1,420.185333333333,419.625777777778,24.3739111111111,24.3393555555556,419.354666666667,23.9516333333333,500.261222222222,89.8004333333333,0.0998195666666667,27.9616666666667,27.52,999.9,0,0,9971.05,0,0.834628,0.559448222222222,430.682777777778,430.093888888889,0.0345609555555556,419.625777777778,24.3393555555556,2.18879,2.18568444444444,18.8805,18.8577777777778,0,0,0,0,2.62685555555556,0,-20.3341444444444,-2.40374444444444,35.625,40.812,38.34,40.062,36.812,0,0,0,1679532823.7,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.6972789475,0.333420187992493,0.38198469829117,0,0.0346877625,-0.00438739474671671,0.00120210269999852,1,1,2,"1/2",2.87242,2.7102,0.0909439,0.091013,0.102934,0.103136,25597.6,22351.6,25190.4,23940.3,38541.9,35514.3,45515.9,42674.5,1.7999,1.89455,0.0902638,0,26.0372,999.9,57.276,28.772,25.3126,54.8902,41.5625,1,-0.119652,-1.15412,20.245,5.23466,11.9873,4.957,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.87208,1.86283,1.86234,1.86874,1.85886,1.86531,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.4221,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,4.9,4.9,1.03516,2.37427,1.44775,2.30835,1.44409,2.44263,35.7078,24.1313,18,424.793,467.984,28.2674,25.9933,30.0003,25.805,25.7897,20.7604,17.8784,100,28.2485,420,24.3609,96.3503,100.357,5
